,y_test,y_pred
55091,1294.45,1363.3865
101979,136.3,79.094795
61155,3.35,5.2167807
70516,0.5,3.4540472
70350,86.15,117.99346
72261,14.2,21.534313
98042,1.35,9.269881
65167,809.3,940.3545
90719,1031.7,1033.7261
67013,50.95,66.96096
80372,0.45,6.277465
70864,193.35,202.67001
82360,37.05,57.098053
86646,202.0,198.53847
61104,1290.0,1286.5363
68770,428.4,467.8743
73816,1328.75,1432.7261
76211,5.9,7.133025
82798,44.1,72.536705
100051,2107.55,2053.4966
96372,2520.0,2553.5796
85913,154.5,144.70476
101971,299.6,240.37863
73641,4.35,6.233733
63570,46.7,53.549908
55234,1518.45,1550.157
75447,6.25,8.417144
65175,478.3,555.5302
56176,14.75,17.275658
98730,219.55,166.10283
73861,13.45,16.785011
58912,4.2,6.4508963
57886,5200.0,5450.705
63067,1605.0,1689.2411
101995,27.95,14.388862
82285,216.0,232.72276
56595,194.2,212.37892
80584,6.6,21.776817
95942,136.7,103.0592
65573,2.15,9.019683
78230,496.65,503.45108
57175,0.05,7.173072
56810,324.05,307.02042
82069,12.35,34.85204
80830,902.0,1010.41833
67632,994.65,1029.2572
71489,4.25,18.364944
101210,2189.6,2228.062
60430,83.7,80.330734
92486,1868.1,1936.3629
56831,6.45,7.8652563
68869,25.85,49.209816
72094,198.3,229.74701
60025,2222.85,2275.684
84379,181.55,207.60675
96915,20.0,15.372336
93849,1190.2,1242.9261
64834,680.75,803.93463
79411,22.2,29.886696
92420,75.05,78.99475
101865,639.1,605.3979
64067,1.15,5.804923
78802,498.75,538.4408
57268,2778.35,2836.5122
62221,404.55,424.3623
54766,117.65,121.32134
79967,21.85,51.461624
69252,84.15,114.505394
56731,124.3,114.01332
92876,256.85,253.21915
71380,1.2,4.9186926
89688,1555.65,1609.9586
56214,337.85,354.7192
60787,2520.5,2586.4941
60866,0.05,5.2305517
86236,924.3,944.73065
100999,2350.0,2446.4285
79212,991.0,1047.5071
74159,156.4,232.97127
70924,142.7,161.48325
88406,1001.85,1044.869
71205,0.05,24.083714
70817,42.8,60.007233
65201,17.25,29.11248
58188,368.2,371.38266
67390,34.9,56.635666
63239,2.15,6.186713
66740,176.85,189.03056
61759,127.45,162.99696
90858,8.75,19.640068
62949,610.1,649.6804
85026,3.5,16.949867
77296,340.05,378.34067
61953,1224.4,1305.4468
86258,22.3,42.77867
72335,172.7,204.71861
90083,507.35,484.4216
57007,1258.55,1287.2721
76434,795.0,854.31067
82055,278.25,307.45145
66871,867.95,902.4391
56051,104.35,112.05886
87559,282.2,270.28067
99924,109.3,117.46157
82337,501.5,515.7606
64608,10.75,14.707786
70232,100.2,130.38284
76876,7.25,12.672309
72267,6.65,7.821166
92501,999.75,1049.4055
57644,1411.45,1450.7875
54040,6.4,11.085425
68193,30.95,50.55232
85415,2045.1,2079.4224
81737,15.2,18.61586
77862,73.5,77.95963
87708,0.2,5.7649755
76944,145.8,156.72159
101202,3173.55,3177.9219
83022,26.5,43.711746
100321,257.0,196.81302
90094,127.9,110.658714
82364,22.45,34.416958
88019,900.0,912.7167
79240,27.65,59.42299
91767,5.85,9.741553
54473,1210.0,1279.2964
79037,46.95,62.03956
76861,141.35,140.60628
76108,6.65,9.946082
72337,133.5,159.2364
62677,976.05,1082.0397
78120,0.05,4.663512
87572,64.0,47.1283
89179,783.2,822.9743
99664,3020.0,3171.0986
101697,602.75,617.49554
71829,35.6,48.887768
83961,0.25,11.130851
82799,34.5,66.1683
61041,1.85,3.5756445
95816,11.75,20.362648
60863,0.05,7.4998236
55764,458.2,495.82178
55876,3191.35,3246.264
65282,639.65,711.8374
68837,846.5,943.95337
58474,27.55,40.340885
100111,7.5,15.095954
75559,403.85,424.01187
78939,0.95,6.3488684
63427,488.5,548.4151
62883,14.45,15.343726
92915,707.85,761.4945
79353,8.5,12.708472
87368,13.85,16.062035
80150,17.45,20.591908
71050,131.9,147.09329
71357,4.0,28.242016
80591,3.4,11.274085
98482,20.35,18.065224
87226,116.15,100.504105
63758,160.7,169.22298
66727,544.25,585.964
64164,6.05,25.748802
82507,39.35,38.655838
86891,1352.85,1354.2452
75595,19.15,18.47303
63622,883.9,984.66675
78861,737.25,763.11035
81846,0.05,3.6925573
102324,3160.2,3152.1255
83976,0.2,4.643409
69377,27.15,48.022068
81395,715.6,791.1796
67370,396.95,436.3445
97451,4580.0,4636.1353
100118,2.1,5.1482077
72946,45.75,55.79598
93491,776.0,797.51263
91363,1179.25,1227.7438
84160,1723.25,1787.7703
76034,4.85,7.5755606
78097,0.1,34.62514
53366,252.5,249.63521
101487,2014.0,2043.181
69926,347.15,407.71423
74478,4.2,4.4691916
100312,517.0,518.71655
82822,3.35,7.0159674
68455,1.25,15.222167
77884,18.85,13.303649
60002,2487.0,2554.466
88547,1380.35,1377.2184
75066,1.05,3.5622778
87322,10.35,13.707458
66534,3.5,8.035331
72331,270.05,311.35876
64592,192.15,208.28978
53761,145.65,184.14375
93076,5.85,13.224395
85582,1.95,13.984969
64028,554.3,616.4262
87824,9.85,43.121506
93483,1075.0,1163.4457
56425,1225.0,1253.8773
69127,39.95,71.84359
71060,30.55,42.715233
54520,1.55,7.6890097
95249,369.45,312.0302
101887,60.0,42.336514
81382,1978.1,2079.5845
69948,2.6,15.631637
58340,223.4,232.10469
64567,1364.9,1450.1112
98994,750.0,767.5272
59735,1493.5,1540.9171
54300,191.6,251.31377
59509,2.2,5.07891
68609,1.9,5.6864996
93596,525.0,624.64233
72128,1.75,5.6799765
79629,1.95,30.720428
60547,15.15,19.15689
88336,2351.7,2338.334
65273,2384.05,2507.4463
65184,218.35,278.0458
75188,3.05,5.512023
94139,26.5,30.176907
58780,14.85,36.30386
69559,18.25,31.935863
59270,2500.9,2565.8513
63216,52.3,78.248215
77327,0.6,5.3176336
61480,328.3,305.152
89798,1712.5,1762.1581
97725,11.35,15.461608
58658,0.9,3.9355688
97655,59.85,55.776924
99589,652.7,618.33105
96381,1527.95,1539.9962
53746,804.35,852.9602
75354,7.6,8.033828
65210,11.0,14.364112
87639,2441.9,2433.6558
61493,52.45,51.37526
62213,642.55,675.3152
81020,1495.0,1567.6876
76926,788.0,812.4797
73079,8.2,11.587768
87298,407.0,393.3909
53055,276.25,317.3889
57553,60.2,67.750206
53081,3.7,8.713454
68566,478.4,554.8809
76297,1127.05,1157.5321
84095,1.2,6.069541
98332,37.1,42.086624
74305,518.45,545.17096
70732,91.15,88.73199
60100,0.35,3.4709997
64842,357.9,426.19727
79727,700.8,747.0056
72854,235.9,259.8797
97653,77.05,68.150764
88185,15.1,18.70095
88950,44.95,65.381676
80486,2.15,13.205848
86607,10.1,14.271102
85030,2.75,11.185843
96528,1150.0,1274.3375
61650,1.35,15.553054
75347,19.65,28.829372
82589,0.9,6.973197
62382,0.8,4.5678244
68279,1164.6,1210.3868
87112,2.95,16.237831
83834,177.3,202.21957
101427,26.5,20.569885
89858,3.35,38.67907
52816,94.2,141.5656
72861,82.3,76.65063
63120,0.4,4.0482397
101480,2663.7,2697.3171
76344,21.55,24.261578
82805,8.3,30.933758
88605,0.9,4.941329
62815,17.65,13.416755
96939,1480.0,1531.9045
85923,30.3,42.72901
84072,25.3,53.001205
56063,9.4,18.342018
85832,77.9,75.81692
102138,88.25,38.55881
68599,3.0,8.5411825
74303,612.8,644.48425
77624,181.65,191.51772
74362,2.9,2.3651648
57297,636.15,672.6966
66155,145.85,187.05719
56326,96.6,128.2581
76470,110.95,145.60313
99588,672.2,651.0015
96662,2000.0,2153.7917
68866,41.1,72.21815
82573,6.1,43.287113
63248,2.05,4.6092596
60556,7.95,9.430472
77238,110.35,131.20674
98719,637.0,579.39777
52277,14.25,45.00902
81336,2.5,7.082015
92509,641.8,663.37274
74139,1157.55,1205.963
80660,801.7,856.35297
62466,556.8,615.54694
68316,8.15,9.812591
87417,872.45,861.6923
82566,101.85,167.70158
68056,16.05,30.913792
68775,224.15,263.15616
99155,749.1,752.3198
59057,10.8,13.912261
96948,935.0,923.0527
101492,1591.2,1631.4713
89177,880.9,922.2876
85698,274.5,289.89584
64254,868.55,983.52795
100647,1834.5,1844.5211
59783,8.3,9.713416
56450,10.1,57.09053
78555,13.1,24.694828
66889,36.95,103.12037
62013,5.0,7.308196
91160,23.55,30.396847
58967,82.9,79.13656
84390,12.25,24.112713
85816,592.9,576.40784
99455,1969.7,1960.474
83497,2.4,5.701644
81952,36.95,51.3916
89324,247.6,270.05276
73382,1.2,5.468993
81448,3.0,5.980941
76572,0.75,4.7224493
61118,206.8,195.89088
52728,26.65,44.368725
93503,376.95,366.91476
82676,305.6,363.17917
53553,13.4,13.2866125
63951,0.05,2.9608603
74604,494.9,486.98056
68714,5.2,15.317534
71041,305.05,315.91754
84993,836.3,869.12415
57875,785.75,814.49475
83922,1270.0,1315.4408
54754,496.1,521.07275
72369,5.5,9.699691
79737,250.35,293.19656
52380,391.85,452.4324
89716,45.95,59.475025
75395,735.85,806.4736
75564,269.35,280.532
81851,0.05,2.92105
77749,5.55,7.1583166
71974,2.7,22.485012
98147,1003.75,1002.4794
59901,300.95,306.63583
100248,258.35,206.4464
97212,40.05,67.08706
63090,10.55,62.904797
64482,55.65,79.90837
82169,139.75,164.15483
54276,2469.25,2517.4233
88952,32.65,50.36293
70626,3.05,13.918197
74451,21.8,27.272655
58367,8.05,10.151504
90007,2.5,16.690643
91675,5.4,14.050689
75273,11.7,18.740768
82818,3.25,8.450736
70139,11.45,21.73838
52404,3.15,15.895499
68444,50.6,100.669495
59355,0.7,4.7261724
61120,153.9,139.51439
84055,605.2,654.65485
54026,207.1,216.17862
75706,16.15,19.692535
57006,1783.4,1746.3544
81187,659.5,722.0284
97798,89.85,72.53715
68878,8.7,16.468918
65552,131.25,159.2868
102073,4086.5,4130.998
61105,1215.0,1236.8756
61989,26.9,49.267273
64681,1664.25,1782.0272
54765,142.2,147.7397
93498,533.45,525.8237
52942,71.6,127.890495
98790,304.2,234.93834
63650,62.35,80.15183
52719,240.1,283.2013
62963,220.3,211.67496
57905,1816.6,1853.3788
92432,8.9,18.714615
83709,199.2,225.27254
60767,53.9,41.3097
100396,1199.0,1141.8496
80664,614.75,661.12354
99927,52.55,56.598236
87816,154.0,176.57173
89160,2248.5,2282.6104
73371,1.75,12.362327
63564,90.0,104.74173
67475,990.7,1061.0424
79951,334.85,381.54425
98988,1045.0,1115.1237
65659,542.85,591.2442
100089,277.0,251.04831
75921,6.25,17.742554
93688,2600.0,2728.5742
78514,1466.2,1543.6804
87416,902.7,907.60565
59593,23.0,36.766376
86685,1575.9,1550.6256
70623,3.45,16.325829
60692,32.9,36.209076
88402,1202.8,1243.5089
70250,9.75,16.883377
60805,4531.8,4595.6284
81563,1066.0,1130.6156
56717,1615.0,1627.4894
71505,2.5,5.94258
98842,943.9,1031.0546
85032,2.45,9.064185
99510,29.2,19.708092
92855,2148.25,2178.704
95137,1764.75,2109.1914
69782,1296.0,1356.7148
93154,795.85,830.6079
94277,62.0,66.35619
100608,155.35,92.873024
79978,5.5,13.405303
84218,2.2,7.116126
73639,4.4,6.6132803
100243,431.2,365.19067
86009,271.3,273.9643
101537,3.55,15.036284
100380,2435.55,2405.9314
53312,318.3,333.9492
93179,43.9,56.54686
85817,545.2,531.96796
55239,1165.2,1199.2053
66432,2.15,5.5814886
71825,56.25,75.40035
70916,342.15,371.70993
73065,28.25,39.03543
58800,2.3,5.973632
59481,33.75,51.75415
59889,995.3,1048.8774
94518,2655.0,2649.1086
61337,30.5,29.682629
84081,1.8,16.91372
91225,265.05,249.63432
96565,16.2,26.731339
66821,38.6,35.948067
67646,296.05,335.53986
57032,33.2,40.024944
80666,527.75,569.2969
59908,72.55,86.28892
73773,124.55,114.16245
52295,1.0,7.0660925
97933,3356.5,3452.194
86123,858.1,862.72266
89599,2.7,1.22676
72780,2.75,8.437713
91358,1433.2,1479.6553
89866,0.55,13.609107
70650,1.25,3.8606787
97362,15.85,27.201431
68980,186.55,220.53171
102032,707.25,642.93036
76090,194.75,203.54695
56233,17.75,26.57774
98191,2.65,7.565276
99005,209.55,230.07693
59365,0.8,3.1291494
57276,1780.35,1829.9014
67486,517.4,561.4909
67656,0.1,35.816437
52278,9.3,41.98491
71024,2462.2,2489.4443
77203,582.95,610.5622
98459,358.4,319.95505
75805,0.7,4.6373663
56330,50.45,55.884743
52636,347.0,380.47964
88794,234.3,228.5182
100080,639.95,605.8422
78698,72.2,83.07476
101495,1408.2,1476.9049
83491,2.7,6.7067327
99116,4035.4,4063.126
81729,3782.0,3955.7747
55408,8.5,17.504486
96938,1618.25,1625.9265
80603,2.3,5.924697
91857,154.75,134.92732
80673,254.5,301.92752
98731,190.65,145.89256
70824,13.0,18.3657
59310,779.4,813.6538
79864,4.9,17.996803
65654,855.0,937.8269
82535,287.35,295.16663
52699,1090.55,1164.3131
68568,390.6,466.0992
53219,4.7,7.1269445
71203,0.1,31.835133
53639,39.9,110.09539
96341,278.5,243.60796
97769,836.65,843.9554
68879,8.7,15.289344
87239,7.15,18.53714
70441,1825.85,1906.8278
68591,3.8,18.591415
84988,1140.4,1117.4264
80712,4.05,6.53144
80280,1989.0,2007.2655
58072,769.45,779.30615
90512,10.35,14.9489355
86849,114.4,116.48382
86989,0.45,5.6505575
83705,300.25,333.725
68990,45.3,64.78512
77288,762.5,777.9576
59350,0.8,5.675025
66735,278.4,295.3033
68202,9.6,14.954757
65467,0.65,4.1747046
84222,2.05,6.357024
57326,2.35,13.118827
91236,58.25,66.416084
85973,6821.55,6882.086
78105,0.1,12.204032
72483,26.3,41.162224
53086,3.0,6.4598913
72110,4.6,18.994713
68404,1818.0,1911.2994
90019,1.35,6.4634466
97892,315.35,273.9362
87693,0.45,19.450321
94326,1875.7,1914.2216
60882,0.15,3.3232489
57122,3101.05,3495.3147
82191,3.8,10.1156
62330,1230.1,1276.332
74471,4.95,5.7036886
84574,638.2,698.0205
90370,310.85,293.53687
52813,169.1,220.66475
101446,80.7,44.749413
83223,555.65,603.19635
79416,17.15,19.885788
73628,11.35,16.650124
92200,149.45,176.12611
68563,610.4,703.85077
86889,3138.4,3203.6936
94322,2260.0,2307.375
64310,3.6,6.0126867
89587,13.6,24.603355
101496,1380.35,1427.246
93591,899.2,933.7939
81332,2.85,9.471244
62471,335.75,382.1454
89139,4801.0,5020.8394
72455,455.0,498.60873
89114,220.8,222.61719
76977,5.95,7.745124
58261,277.9,278.81763
96871,19.2,17.96836
55694,260.25,284.1464
93235,7728.2,7836.5854
74817,983.0,995.85504
75700,1660.5,1737.9103
80663,656.55,707.3712
58085,146.35,156.99362
59321,233.95,281.97333
60253,1.6,4.1862936
86968,9.6,40.213173
61888,4.2,7.1046743
75008,926.6,956.71027
96156,1035.15,1005.39136
58218,4.85,6.7041845
73986,122.2,125.14248
76339,31.65,41.584
87078,1000.85,1012.99176
67474,1075.05,1145.386
74673,593.95,610.55664
96088,164.9,123.68655
58186,775.0,714.6658
70589,1173.6,1201.2635
101353,855.0,897.43506
88904,5940.35,5975.764
76139,1710.3,1803.3677
101418,5625.0,5838.5557
70234,76.1,104.43845
89589,10.95,20.216755
55551,35.65,58.179813
64999,3.0,7.54943
94771,3.6,9.934836
60447,5.9,7.5489874
83729,14.7,21.581848
62685,582.85,640.67676
84461,252.75,285.565
67640,596.05,632.004
57447,379.95,391.5617
63628,544.65,588.574
77418,623.3,663.4
91768,5.95,8.631782
96546,400.1,410.94724
84749,0.05,9.77307
56738,28.7,43.051796
64050,2.05,20.57912
77326,0.65,5.5074224
59026,595.8,593.1213
73039,551.55,607.5239
54604,1864.15,1918.1547
89211,0.95,12.197501
91558,1.35,11.509688
72947,40.65,49.290825
75252,324.4,344.02933
58902,6.95,12.730102
63074,735.3,780.5655
73364,4.3,33.808136
63257,2.1,3.2204733
67944,4.65,16.35122
81940,456.85,470.49557
99022,4.75,17.112862
76530,706.75,722.18396
81062,827.4,886.2425
94349,571.65,550.0112
54830,376.1,372.17038
81678,1280.0,1339.3203
99139,1529.85,1547.3346
91673,6.05,16.988068
92119,2581.3,2629.4585
68307,104.8,128.95909
98583,3587.05,3645.6348
69548,90.05,112.30943
57839,10.5,11.740897
67014,37.15,53.700874
60738,2985.75,3103.005
74705,15.1,17.137104
80832,781.75,826.7652
81004,497.35,529.9139
72767,19.05,39.158867
63937,0.05,5.3276587
74967,300.45,276.80334
61797,2.0,4.864478
52641,182.65,217.35472
70326,1131.7,1204.9796
54595,4167.1,4226.676
61896,3.55,5.813018
86706,462.5,451.9055
68846,418.1,482.99622
71950,685.7,764.99835
65387,1711.55,1862.9325
98626,156.35,112.09922
57153,191.95,256.986
82557,506.5,544.58844
80096,2092.6,2156.2842
53308,468.85,483.464
54596,3156.95,3227.048
90623,0.25,5.95275
101741,1.8,5.0189657
83601,4.8,8.887305
86970,3.55,36.261112
97207,166.35,210.14676
97898,155.95,137.00713
84387,41.4,67.89407
57969,1.4,4.8645773
54973,1070.0,1143.0548
59320,278.45,322.3835
70585,1470.0,1555.4604
90535,2477.9,2501.8691
79757,2.85,15.596374
88415,551.85,597.957
94086,1900.0,1955.8375
67653,0.15,86.37244
94999,606.8,603.93616
52510,319.55,377.1291
85911,202.25,194.97601
54345,1055.1,1095.9187
59737,1306.55,1349.2416
88279,492.85,484.48676
93276,746.15,769.6114
71984,1.05,8.815627
79267,4.0,7.0143957
60690,45.35,51.7967
57901,2006.25,2050.9258
63349,4.25,6.853759
102116,505.85,420.88815
89829,1247.3,1245.706
86413,2.2,6.4388647
67825,1.35,6.0554113
63476,4.05,5.8980017
83732,12.9,17.622719
77680,1267.7,1362.9679
94067,7873.25,8007.979
74548,17.8,18.090935
60818,1437.45,1471.0419
72098,93.45,112.998405
86602,18.35,21.606873
89309,1076.7,1105.6918
59693,6.05,6.559783
102045,214.45,131.32509
72342,62.7,89.38177
102123,303.05,217.33482
101641,10492.25,10334.191
100841,922.95,921.6835
62489,5.75,18.391006
73789,7.2,7.816062
55467,286.95,295.03476
58914,3.8,6.137664
95885,3160.0,3198.959
64698,180.0,148.42633
77555,19.35,30.623642
70243,18.7,37.18498
52807,493.55,569.8182
70241,24.7,49.08363
86520,25.7,37.229027
78126,0.1,3.6317587
73615,112.75,88.62483
71899,20.5,22.388878
55379,1066.0,1134.5648
73720,15.1,17.555305
96966,290.25,242.53731
97155,211.7,205.29076
75915,25.3,43.31017
59067,7.0,8.449897
55268,30.65,59.635513
90284,3.25,1.5517112
68721,5.0,8.517936
67790,447.3,466.67935
73716,26.95,27.965054
61675,0.9,3.9948492
96194,60.4,40.72571
64956,739.25,838.61566
100050,2133.45,2102.8044
68297,344.0,358.02148
60351,4.2,9.239806
56929,19.05,20.700325
67037,1.55,6.1598425
69555,31.55,54.668274
78224,802.85,851.0471
62486,11.75,34.40579
85494,58.35,63.302124
86357,1852.45,1885.1602
94100,1210.7,1262.5198
85305,338.25,358.89853
65712,2.45,4.67945
95637,1620.0,1631.996
58898,16.0,25.65614
93244,2787.45,2851.5347
66020,96.2,121.267395
87544,1056.65,1063.5076
57092,193.5,206.94878
71653,1975.8,2090.1133
70486,1.4,32.796196
80349,135.35,193.56868
65452,0.95,8.076308
58313,1826.05,1861.7954
70735,44.3,59.920216
73287,60.2,47.037617
94355,379.0,358.35226
98854,378.8,430.93906
82708,1.7,6.6333685
57929,419.85,445.27933
61657,1.05,9.024543
77712,45.45,65.3018
89421,336.45,354.89325
74711,10.3,11.575141
98485,15.05,13.819434
90595,189.2,234.38536
77859,99.75,105.62808
75342,52.95,69.279045
64388,182.0,206.9539
93296,100.25,104.320305
65112,6.85,12.625281
80594,3.5,8.594451
59024,680.25,683.64453
68962,679.4,743.29315
55269,22.55,54.222992
60842,172.45,242.44743
69571,6.35,10.743621
64471,236.35,278.2021
82317,4532.0,4629.595
58587,2006.6,2039.9933
100332,63.45,48.981846
70483,5.75,39.993084
65538,745.0,803.92224
75923,4.55,15.839171
72005,0.95,3.4216223
54629,417.4,439.835
93851,1103.95,1143.613
93495,641.0,627.15015
99199,4.05,7.091407
81092,0.4,12.716758
70238,40.65,71.79276
90711,1673.75,1690.1412
71051,130.0,137.05127
85436,309.95,332.2042
96561,34.95,49.425446
94263,337.85,329.1376
68039,343.3,351.46497
89857,7.6,41.694397
68273,4026.4,4126.039
87108,4.95,24.054668
65549,221.85,257.79623
52897,295.0,338.84854
96986,40.7,28.319508
80070,388.65,421.72247
54864,1305.0,1349.4526
83874,483.4,529.1801
70758,3.2,6.4969625
62937,2750.15,2894.769
65209,13.5,15.003295
87091,371.35,383.29675
99115,4514.1,4559.8438
59025,650.0,637.7311
96393,913.15,941.9513
93305,24.5,34.32032
64604,53.05,59.381092
59516,1.7,3.9987555
69969,1.3,4.669158
68724,4.6,7.356498
73972,404.45,424.093
60322,447.5,490.8389
90442,314.5,292.77292
54525,1.3,6.0860662
57310,94.7,133.35614
86890,2219.75,2223.887
72472,96.0,124.79376
70509,0.4,4.5935965
58460,367.3,364.0413
96416,29.35,50.59884
98320,259.9,240.14516
74877,17.3,11.193645
65649,1400.0,1434.432
87308,120.45,99.26011
67479,765.75,805.02356
64610,8.75,9.552733
75177,3.4,8.689841
91003,1196.75,1236.9594
80334,898.55,1001.0246
97507,86.1,71.35569
81522,361.25,396.86493
58884,248.1,245.92201
101983,84.4,54.428764
80335,915.15,951.3682
73778,36.55,44.374477
57785,95.45,120.542046
75678,996.95,1049.1849
65575,2.0,7.636245
73777,50.75,57.647728
63365,2.9,4.0900717
66002,476.5,509.25946
68447,15.3,47.43425
74721,7.9,8.348044
88413,652.2,697.2701
91556,1.55,13.413077
99493,165.25,125.93052
56856,337.3,317.59738
63565,86.15,91.39631
96658,2378.45,2504.1475
55090,1564.2,1619.8922
82207,3.35,5.628417
61994,11.45,21.63742
57350,1.35,4.592307
94332,1325.0,1390.7555
93492,755.4,752.594
68614,1.6,4.914977
66991,959.45,986.508
98546,63.05,31.294533
87130,1.4,5.220443
59898,364.0,394.66824
97368,5.65,16.024467
98293,1507.85,1483.9363
54469,1650.0,1687.8553
78458,72.15,79.48202
72248,259.0,289.49667
93837,2850.0,2957.9194
55287,2.6,7.8189917
67960,2.4,5.8266973
88056,5.7,8.797645
79648,0.55,5.418273
88537,2474.35,2492.355
95514,0.1,34.69395
92809,1284.0,799.8523
74003,25.75,24.285072
85539,3705.0,3598.6726
100831,1407.15,1418.2887
83435,1699.0,1770.0802
89126,2533.0,2619.4468
53388,1182.65,1441.0773
69914,918.6,993.86475
77648,4.0,6.0465994
53316,192.3,206.87305
63942,0.05,4.3787603
57187,0.1,4.5001135
75778,32.0,49.84669
101256,150.7,97.41982
89061,260.0,249.89833
56037,699.5,715.6474
75777,47.8,73.176994
72314,1087.4,1186.4359
93034,1002.3,1143.5507
53059,138.25,173.02718
66019,115.55,141.30089
81089,0.5,13.237388
57545,225.6,225.28474
53156,2182.8,2212.6548
60984,894.8,904.432
56909,335.95,328.0272
93706,1205.25,1258.1707
65557,37.65,54.642067
62680,876.75,933.0581
79071,1.9,4.58055
65276,1111.85,1201.1508
53646,1.0,28.469799
85446,111.65,132.9711
66747,63.55,74.91837
78216,1350.0,1398.7004
99496,119.5,90.96227
78359,102.8,111.119255
75933,2.3,6.4430532
88858,335.0,336.55588
71181,833.9,864.7835
89048,809.05,807.5637
86583,345.3,335.78848
53368,240.65,113.50803
53177,723.05,767.1513
57335,1.85,6.305808
76584,0.7,2.7901373
79052,2.95,11.467422
69671,123.35,144.52783
65469,0.7,3.8660727
55069,2840.0,2925.2144
72129,2.05,5.525649
57671,93.5,107.40813
86118,2022.8,2045.3849
73858,17.6,20.909256
61229,11.45,14.953025
92669,15.0,22.068516
63209,241.4,300.09387
80095,2574.0,2653.0845
72775,4.45,15.119132
79947,495.35,537.6128
80465,240.5,280.1982
92725,330.1,324.14206
62693,289.25,321.37003
94873,368.8,361.05353
88436,0.05,13.439406
80565,324.4,367.03482
100393,1340.0,1290.8314
81333,3.1,8.733153
81392,876.4,940.1611
73535,2.8,4.393256
80559,644.35,722.3511
63422,706.05,784.8431
83603,4.1,7.8295813
77886,17.2,12.2648
52686,71.55,49.981724
86701,654.15,647.8347
89979,742.2,733.89545
90849,54.75,61.75031
56733,83.3,72.01461
83835,146.7,168.60219
64040,75.45,129.27516
78801,542.55,570.7408
65445,1.5,13.111022
82789,238.3,296.2915
65553,105.95,132.9058
60519,565.35,573.2241
98309,703.15,689.36816
93283,455.0,468.66812
